iter	Logloss
134	0.3061520459
135	0.3060986082
136	0.3060864254
137	0.3060608102
138	0.3060379492
139	0.3060325971
140	0.3060099067
141	0.3060062251
142	0.3059930436
143	0.3059812944
144	0.3059432044
145	0.3059304631
146	0.3059021308
147	0.3058779912
148	0.3058723181
149	0.3058567282
150	0.3058527464
151	0.305805177
152	0.3057800966
153	0.3057712592
154	0.305748337
155	0.3057415286
156	0.3057301672
157	0.3056712337
158	0.3056374684
159	0.3056167021
160	0.3055729651
161	0.305557385
162	0.3055532225
163	0.3055283662
164	0.3054741859
165	0.3054547413
166	0.3054135656
167	0.305390278
168	0.3053843231
169	0.305379447
170	0.3053391953
171	0.3053306812
172	0.30529084
173	0.3052899417
174	0.3052725817
175	0.3052651708
176	0.3052628591
177	0.305258421
178	0.3052379822
179	0.3052341649
180	0.3052230191
181	0.305200096
182	0.3051897916
183	0.3051706932
184	0.3051545478
185	0.3051539709
186	0.3051076007
187	0.3050978131
188	0.3050716897
189	0.3050579031
190	0.3050336859
191	0.3050061366
192	0.3049940797
193	0.3049737388
194	0.3049671231
195	0.3049362528
196	0.3049191118
197	0.304911617
198	0.3048965269
199	0.3048882114
200	0.3048873999
201	0.30486963
202	0.3048615274
203	0.3048512406
204	0.3048372879
205	0.3048079938
206	0.3048015979
207	0.304801739
208	0.3047641261
209	0.3047542147
210	0.3047485293
211	0.3047118597
212	0.3047105161
213	0.3047018163
214	0.3046968549
215	0.3046666914
216	0.304633827
217	0.3046341088
218	0.3046225415
219	0.3046017487
220	0.3046000123
221	0.3045826281
222	0.3045668733
223	0.3045427452
224	0.3045165059
225	0.3044982166
226	0.3044823038
227	0.3044584871
228	0.3044373787
229	0.3044334715
230	0.3044215242
231	0.3044182638
232	0.3044052424
233	0.3043888438
234	0.3043800872
235	0.3043684362
236	0.3043668694
237	0.3043316145
238	0.3043149264
239	0.3042857649
240	0.3042714946
241	0.3042713417
242	0.3042599405
243	0.3042526627
244	0.3042203576
245	0.3042093517
246	0.3042025662
247	0.3041981641
248	0.3041830909
249	0.3041607429
250	0.304153519
251	0.3041406932
252	0.3041360729
253	0.3041199545
254	0.3041110397
255	0.304097507
256	0.3040951353
257	0.3040772886
258	0.3040549004
259	0.3040513946
260	0.3040412814
261	0.3040369535
262	0.3040192976
263	0.304011547
264	0.3040015002
265	0.3039994926
266	0.3039947962
267	0.3039826695
268	0.303977702
269	0.3039601174
270	0.3039471677
271	0.3039317432
272	0.3039255815
273	0.3039102055
274	0.3039050456
275	0.3039025285
276	0.3038825966
277	0.3038792862
278	0.303868083
279	0.3038621522
280	0.3038479039
281	0.3038421639
282	0.3038364753
283	0.3038294965
284	0.3038159803
285	0.3038104978
286	0.3038052461
287	0.303794043
288	0.3037805466
289	0.3037728629
290	0.303754888
291	0.3037481109
292	0.3037403749
293	0.3037378403
294	0.3037262856
295	0.3037207146
296	0.3037143328
297	0.303698193
298	0.303690288
299	0.3036780112
300	0.303670005
301	0.3036658773
302	0.3036615928
303	0.3036601919
304	0.3036308609
305	0.3036306837
306	0.3036200736
307	0.3036111592
308	0.3036093714
309	0.3036075835
310	0.303602745
311	0.303598621
312	0.3035925504
313	0.3035927594
314	0.3035770768
315	0.3035700318
316	0.3035691601
317	0.303568275
318	0.3035580909
319	0.3035568798
320	0.3035536228
321	0.3035523916
322	0.3035446008
323	0.3035429032
324	0.3035386738
325	0.3035291404
326	0.3035240503
327	0.303517516
328	0.3035125885
329	0.3035110599
330	0.3034982783
331	0.3034940132
332	0.3034763986
333	0.3034692964
334	0.3034655279
335	0.3034630048
336	0.3034612664
337	0.3034574082
338	0.3034425485
339	0.3034398056
340	0.3034369683
341	0.3034344411
342	0.3034311417
343	0.3034062798
344	0.3034034427
345	0.3034024204
346	0.3034006544
347	0.3033966956
348	0.3033966072
349	0.303393876
350	0.3033725028
351	0.3033712319
352	0.3033687867
353	0.3033518533
354	0.3033380238
355	0.3033358608
356	0.3033312944
357	0.3033179148
358	0.3033151031
359	0.303313064
360	0.3033119501
361	0.3033104284
362	0.3032953779
363	0.3032902305
364	0.3032788751
365	0.3032770077
366	0.3032668534
367	0.3032631348
368	0.3032597167
369	0.3032571967
370	0.3032562878
371	0.3032440542
372	0.3032395666
373	0.3032354191
374	0.3032346282
375	0.3032330268
376	0.3032300354
377	0.3032251499
378	0.3032223631
379	0.3032211147
380	0.3032188529
381	0.3032033161
382	0.3032012903
383	0.3031990844
384	0.3031933266
385	0.3031862087
386	0.3031744687
387	0.3031725894
388	0.3031704834
389	0.3031695739
390	0.3031541015
391	0.3031431354
392	0.3031404791
393	0.3031268364
394	0.3031246476
395	0.3031167814
396	0.3031159207
397	0.3031006421
398	0.3030958345
399	0.3030916632
400	0.3030853073
401	0.3030833649
402	0.303075414
403	0.3030746212
404	0.3030677517
405	0.303053296
406	0.3030420421
407	0.3030429946
408	0.3030394054
409	0.303038387
410	0.3030365822
411	0.3030362341
412	0.303028538
413	0.3030269255
414	0.3030213902
415	0.3030200108
416	0.3030182677
417	0.3030167292
418	0.3030142369
419	0.3030069823
420	0.3029988265
421	0.3029958181
422	0.3029944572
423	0.3029811783
424	0.302972367
425	0.30296511
426	0.3029621781
427	0.3029538695
428	0.3029505264
429	0.3029497209
430	0.3029486982
431	0.3029461105
432	0.3029447654
433	0.3029354021
434	0.3029222829
435	0.3029197854
436	0.302918099
437	0.3029150743
438	0.3029136627
439	0.3029042332
440	0.3029016035
441	0.3029005482
442	0.3028981318
443	0.3028973463
444	0.3028964228
445	0.3028801264
446	0.3028686996
447	0.3028573748
448	0.3028521654
449	0.3028409871
450	0.3028278352
451	0.3028227967
452	0.3028104581
453	0.302799239
454	0.3027977527
455	0.3027905821
456	0.3027895194
457	0.3027875618
458	0.3027863267
459	0.302775617
460	0.3027475584
461	0.3027445361
462	0.3027416795
463	0.3027241945
464	0.3027099317
465	0.3027015939
466	0.3026960511
467	0.3026831271
468	0.3026751249
469	0.3026741248
470	0.302672938
471	0.3026670465
472	0.3026656799
473	0.3026647985
474	0.3026569064
475	0.3026328264
476	0.3026275238
477	0.3026235464
478	0.302623228
479	0.3026233224
480	0.3026196759
481	0.302618436
482	0.3026176333
483	0.3026160189
484	0.3026130336
485	0.3026106534
486	0.3026108379
487	0.3026110527
488	0.3026101028
489	0.30260102
490	0.3025800459
491	0.3025777631
492	0.3025766992
493	0.3025758508
494	0.3025732234
495	0.3025719091
496	0.3025730132
497	0.3025640192
498	0.3025573677
499	0.3025561007
500	0.3025559957
501	0.3025553638
502	0.3025558453
503	0.3025542669
504	0.3025531068
505	0.3025510134
506	0.3025497688
507	0.3025482637
508	0.3025488358
509	0.3025491287
510	0.3025401889
511	0.3025264565
512	0.3025195071
513	0.3025188849
514	0.3025178409
515	0.3025174671
516	0.3025169141
517	0.302514402
518	0.3025113483
519	0.3025111503
520	0.3025112683
521	0.3024967839
522	0.3024898226
523	0.3024867763
524	0.3024801742
525	0.3024755898
526	0.3024751508
527	0.3024745952
528	0.302473782
529	0.3024727266
530	0.3024714508
531	0.3024707565
532	0.3024681076
533	0.3024671534
534	0.3024661847
535	0.3024655075
536	0.3024568028
537	0.302457236
538	0.3024511785
539	0.3024502524
540	0.3024492145
541	0.3024476124
542	0.3024407816
543	0.3024397244
544	0.3024347769
545	0.3024344756
546	0.3024235747
547	0.302419587
548	0.3024144869
549	0.3024072375
550	0.3023903059
551	0.3023903634
552	0.3023774958
553	0.3023743999
554	0.3023738384
555	0.3023734977
556	0.3023705495
557	0.3023699438
558	0.3023672928
559	0.302366187
560	0.3023654443
561	0.3023649544
562	0.3023640803
563	0.3023643568
564	0.3023646525
565	0.3023643292
566	0.3023632354
567	0.302354767
568	0.3023499027
569	0.3023455063
570	0.3023422852
571	0.3023414528
572	0.3023401636
573	0.3023354592
574	0.3023358719
575	0.3023319505
576	0.302333311
577	0.3023300243
578	0.3023283845
579	0.3023282424
580	0.3023280171
581	0.3023272677
582	0.3023269049
583	0.302324725
584	0.3023239167
585	0.3023237883
586	0.302324412
587	0.3023215489
588	0.3023203964
589	0.3023217556
590	0.3023147123
591	0.3023116478
592	0.3023048887
593	0.3023040908
594	0.302304106
595	0.3023030314
596	0.3023022287
597	0.3023019202
598	0.3023010617
599	0.302301126
600	0.302299297
601	0.3022998404
602	0.3022974323
603	0.3022966625
604	0.3022962668
605	0.3022944562
606	0.3022936698
607	0.3022899505
608	0.3022886657
609	0.3022885206
610	0.3022883085
611	0.3022832509
612	0.302273607
613	0.3022699987
614	0.3022661128
615	0.3022642286
616	0.3022585093
617	0.3022568106
618	0.3022456334
619	0.302240165
620	0.3022354551
621	0.3022314835
622	0.3022309275
623	0.3022295646
624	0.3022306041
625	0.3022299711
626	0.3022283704
627	0.3022272985
628	0.3022281512
629	0.3022238893
630	0.3022228686
631	0.3022219206
632	0.3022202156
633	0.3022200482
634	0.3022184373
635	0.3022176798
636	0.3022123958
637	0.302211779
638	0.3022116351
639	0.3022084816
640	0.3022034263
641	0.3021983015
642	0.3021960325
643	0.3021961022
644	0.3021903698
645	0.3021895889
646	0.3021896001
647	0.3021847916
648	0.3021833803
649	0.3021829637
650	0.3021822828
651	0.3021816902
652	0.3021813021
653	0.3021807624
654	0.3021753205
655	0.3021755772
656	0.3021700793
657	0.3021670268
658	0.3021663696
659	0.3021632717
660	0.3021619434
661	0.3021617601
662	0.302158638
663	0.3021589807
664	0.3021548798
665	0.3021521086
666	0.3021490993
667	0.3021486005
668	0.3021462557
669	0.3021445272
670	0.302145015
671	0.3021397428
672	0.3021382385
673	0.3021365115
674	0.3021281182
675	0.3021266713
676	0.3021234925
677	0.3021212775
678	0.3021204535
679	0.3021117776
680	0.302104684
681	0.3021036907
682	0.3021027696
683	0.3020896393
684	0.30208927
685	0.3020888554
686	0.3020880718
687	0.3020836011
688	0.3020839531
689	0.3020800204
690	0.3020711596
691	0.3020706056
692	0.302069411
693	0.3020685272
694	0.3020680966
695	0.3020662682
696	0.3020665368
697	0.302066429
698	0.302059522
699	0.3020598278
700	0.3020573571
701	0.3020557505
702	0.3020547541
703	0.302049738
704	0.3020495572
705	0.3020408239
706	0.3020338748
707	0.3020313138
708	0.3020316869
709	0.3020304098
710	0.3020280159
711	0.3020195918
712	0.3020163585
713	0.3020141549
714	0.3020129913
715	0.3020115421
716	0.3020071606
717	0.3020003072
718	0.3019984372
719	0.3019926204
720	0.3019900032
721	0.3019869199
722	0.3019847307
723	0.3019818246
724	0.3019769599
725	0.3019763152
726	0.3019754009
727	0.3019738852
728	0.3019718736
729	0.3019670047
730	0.3019633513
731	0.3019643916
732	0.3019627671
733	0.3019592699
734	0.3019546262
735	0.3019534693
736	0.3019502388
737	0.3019489509
738	0.3019455894
739	0.3019448275
740	0.3019433549
741	0.3019419596
742	0.3019418283
743	0.3019403475
744	0.3019364113
745	0.3019359271
746	0.3019303071
747	0.3019239003
748	0.3019210274
749	0.3019136625
750	0.3019085559
751	0.3019061807
752	0.301900912
753	0.3018939047
754	0.3018892807
755	0.3018868484
756	0.3018841236
757	0.301882377
758	0.3018806731
759	0.3018798849
760	0.3018775761
761	0.3018724231
762	0.3018722681
763	0.3018725583
764	0.3018718723
765	0.3018697576
766	0.3018610294
767	0.3018591625
768	0.3018567956
769	0.3018570646
770	0.3018519638
771	0.3018517395
772	0.3018517114
773	0.3018463659
774	0.3018466311
775	0.3018451602
776	0.3018436528
777	0.3018441486
778	0.3018433813
779	0.3018408442
780	0.3018379154
781	0.3018374087
782	0.3018362641
783	0.3018345719
784	0.3018270786
785	0.301818213
786	0.3018122206
787	0.301812861
788	0.3018103823
789	0.3018095965
790	0.301802557
791	0.3017937287
792	0.3017858951
793	0.3017851681
794	0.3017835096
795	0.3017820586
796	0.3017789307
797	0.3017789033
798	0.3017780024
799	0.301775167
800	0.3017757118
801	0.3017745227
802	0.3017742079
803	0.3017745252
804	0.3017701675
805	0.3017685551
806	0.3017692878
807	0.3017690697
808	0.3017690896
809	0.3017673065
810	0.3017669935
811	0.3017656718
812	0.3017658309
813	0.301761114
814	0.3017561214
815	0.3017561285
816	0.3017540954
817	0.3017546098
818	0.3017543519
819	0.3017530375
820	0.3017509124
821	0.301749187
822	0.3017470258
823	0.3017429735
824	0.3017392421
825	0.3017377866
826	0.3017377329
827	0.3017330001
828	0.3017338702
829	0.3017330904
830	0.3017322432
831	0.3017323796
832	0.3017298481
833	0.3017286913
834	0.3017286851
835	0.3017245014
836	0.3017220966
837	0.3017209275
838	0.3017207222
839	0.3017207314
840	0.3017175027
841	0.3017156665
842	0.3017146439
843	0.3017135451
844	0.3017132002
845	0.3017130333
846	0.3017132615
847	0.301712953
848	0.3017128777
849	0.3017107117
850	0.3017095458
851	0.3017097978
852	0.3017096329
853	0.3017065352
854	0.3017068563
855	0.3017063593
856	0.3017063593
857	0.3017063692
858	0.3017063903
859	0.3017063903
860	0.3017063668
861	0.301704574
862	0.3017043968
863	0.3017041594
864	0.3017043142
865	0.3017042724
866	0.3017025056
867	0.3017026813
868	0.3017027473
869	0.3017010325
870	0.3017007883
871	0.3017007262
872	0.3017008095
873	0.301700476
874	0.3017005469
875	0.3016970261
876	0.3016959859
877	0.3016957478
878	0.3016954743
879	0.3016923946
880	0.3016917722
881	0.3016909799
882	0.3016916915
883	0.3016913059
884	0.3016901016
885	0.3016902143
886	0.3016888709
887	0.3016888709
888	0.3016861941
889	0.3016861757
890	0.3016849616
891	0.3016855042
892	0.3016844321
893	0.3016837797
894	0.301683264
895	0.3016833694
896	0.3016821826
897	0.3016824639
898	0.3016811678
899	0.3016810138
900	0.3016790002
901	0.3016802537
902	0.3016779365
903	0.3016777287
904	0.3016779728
905	0.3016763066
906	0.3016753653
907	0.3016745316
908	0.301672461
909	0.3016734351
910	0.3016719033
911	0.3016729398
912	0.3016724161
913	0.3016705609
914	0.3016705077
915	0.3016700294
916	0.3016707165
917	0.3016693412
918	0.301669562
919	0.3016691326
920	0.3016682717
921	0.3016678164
922	0.3016675085
923	0.3016676809
924	0.3016662908
925	0.3016659379
926	0.3016645038
927	0.3016636729
928	0.3016636122
929	0.3016643601
930	0.3016615029
931	0.3016599828
932	0.3016592607
933	0.3016585666
934	0.3016578932
935	0.3016586152
936	0.301657896
937	0.301653436
938	0.3016531377
939	0.3016507776
940	0.3016491501
941	0.3016473554
942	0.3016473343
943	0.3016473318
944	0.301647346
945	0.3016472158
946	0.3016477811
947	0.3016461229
948	0.3016461241
949	0.301647354
950	0.301646738
951	0.3016455783
952	0.3016456428
953	0.3016454565
954	0.3016448392
955	0.3016419905
956	0.3016418361
957	0.3016422426
958	0.3016401633
959	0.3016372137
960	0.3016350605
961	0.3016349671
962	0.3016351395
963	0.3016341596
964	0.3016341596
965	0.3016348458
966	0.3016335612
967	0.3016307669
968	0.30162698
969	0.3016238949
970	0.3016217372
971	0.3016236296
972	0.3016223725
973	0.3016197303
974	0.3016188825
975	0.3016187635
976	0.3016195895
977	0.3016164617
978	0.301616272
979	0.3016139528
980	0.3016104664
981	0.3016093146
982	0.3016090371
983	0.3016066304
984	0.3016054935
985	0.3016035463
986	0.301603476
987	0.3016014746
988	0.3016016788
989	0.3016004808
990	0.3016007746
991	0.3016002522
992	0.3016006464
993	0.3015995817
994	0.3015992736
995	0.301598973
996	0.301598761
997	0.3015995411
998	0.3015982864
999	0.3015970746
